Domains Frequency Analysis
==================================================

Files processed: 27,866
Files with domains: 13,088
Total domains instances: 2,597,234
Unique domains types: 4,625

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
4038	ABC_tran_Xtn	76	0.003%
4039	zf-HC5HC2H	76	0.003%
4040	FliG_M	76	0.003%
4041	ATE_C	76	0.003%
4042	Vps39_1	76	0.003%
4043	ACT	76	0.003%
4044	Ribosomal_L50	76	0.003%
4045	Ribosomal_L32e	76	0.003%
4046	ODC_AZ	76	0.003%
4047	DUF202	76	0.003%
4048	DUF4078	76	0.003%
4049	DUSP	76	0.003%
4050	DUF2439	76	0.003%
4051	RNA_pol_Rpc4	76	0.003%
4052	DUF1778	76	0.003%
4053	bPH_4	75	0.003%
4054	DUF1871	75	0.003%
4055	Transglycosylas	75	0.003%
4056	GTP_cyclohydroI	75	0.003%
4057	Spt4	75	0.003%
4058	DNA_ligase_OB	75	0.003%
4059	zf-C2H2_jaz	75	0.003%
4060	bPH_5	75	0.003%
4061	SOR_SNZ	75	0.003%
4062	UPF0086	75	0.003%
4063	Tn7_Tnp_TnsA_C	75	0.003%
4064	PRA-CH	75	0.003%
4065	Acetyltransf_CG	75	0.003%
4066	Glyco_transf_41	75	0.003%
4067	CaMBD	75	0.003%
4068	PriCT_2	74	0.003%
4069	RelB	74	0.003%
4070	Bact_transglu_N	74	0.003%
4071	Phg_2220_C	74	0.003%
4072	AdoMet_dc	74	0.003%
4073	Smr	74	0.003%
4074	TPR_9	74	0.003%
4075	zf-RanBP	74	0.003%
4076	Disintegrin	74	0.003%
4077	ETF	74	0.003%
4078	MRP-S33	74	0.003%
4079	Gmad2	74	0.003%
4080	PAP2_C	74	0.003%
4081	PHBC_N	74	0.003%
4082	LZ_Tnp_IS66	74	0.003%
4083	NuA4	74	0.003%
4084	HTH_35	74	0.003%
4085	ERM	74	0.003%
4086	DUF1799	73	0.003%
4087	ADSL_C	73	0.003%
4088	DUF3228	73	0.003%
4089	OTCace_N	73	0.003%
4090	DUF1736	73	0.003%
4091	NUDIX-like	73	0.003%
4092	PEP-utilizers	73	0.003%
4093	AsnC_trans_reg	73	0.003%
4094	Fn3-like	73	0.003%
4095	Tup_N	73	0.003%
4096	X8	73	0.003%
4097	HNH_3	73	0.003%
4098	SAF	73	0.003%
4099	G5	73	0.003%
4100	DivIC	73	0.003%
4101	DUF772	73	0.003%
4102	MHC_II_beta	73	0.003%
4103	Arm-DNA-bind_5	73	0.003%
4104	IFP_35_N	73	0.003%
4105	FtsQ	72	0.003%
4106	cEGF	72	0.003%
4107	Fer4_17	72	0.003%
4108	PEX-1N	72	0.003%
4109	Methyltr_RsmF_N	72	0.003%
4110	zf-A20	72	0.003%
4111	Glu-tRNAGln	72	0.003%
4112	Snapin_Pallidin	72	0.003%
4113	FeoA	72	0.003%
4114	FlgT_C	72	0.003%
4115	VHP	72	0.003%
4116	DPM2	72	0.003%
4117	SLC3A2_N	72	0.003%
4118	WBS_methylT	72	0.003%
4119	TOBE_2	72	0.003%
4120	Homeobox_KN	72	0.003%
4121	SEC-C	71	0.003%
4122	DUF4632	71	0.003%
4123	zf-NOSIP	71	0.003%
4124	Ribosomal_L27	71	0.003%
4125	bPH_2	71	0.003%
4126	Glyco_hydro_85	71	0.003%
4127	DUF836	71	0.003%
4128	MliC	71	0.003%
4129	NOB1_Zn_bind	71	0.003%
4130	Dynein_attach_N	71	0.003%
4131	RTT107_BRCT_5	71	0.003%
4132	Poly_export	71	0.003%
4133	zf-C2HC_2	71	0.003%
4134	zf-C2H2_6	70	0.003%
4135	HMG_box_2	70	0.003%
4136	Gal_mutarotas_2	70	0.003%
4137	Pkr1	70	0.003%
4138	GMP_synt_C	70	0.003%
4139	TFIIE_beta	70	0.003%
4140	BIR	70	0.003%
4141	DUF448	70	0.003%
4142	DUF1394	70	0.003%
4143	DUF1992	69	0.003%
4144	TusA	69	0.003%
4145	JmjN	69	0.003%
4146	PLD_C	69	0.003%
4147	MCD_N	69	0.003%
4148	CUT	69	0.003%
4149	DUF1757	69	0.003%
4150	DUF1425	69	0.003%
4151	BRCA-2_helical	69	0.003%
4152	Endosulfine	69	0.003%
4153	DNA_ligase_OB_2	69	0.003%
4154	PET117	69	0.003%
4155	Il2rg	69	0.003%
4156	DUF982	69	0.003%
4157	Hyccin	69	0.003%
4158	EF_assoc_1	68	0.003%
4159	RBFA	68	0.003%
4160	Kri1	68	0.003%
4161	Ribosomal_S17	68	0.003%
4162	Phage_tail_APC	68	0.003%
4163	DUF1726	68	0.003%
4164	Cir_N	68	0.003%
4165	DUF3343	68	0.003%
4166	Dpoe2NT	68	0.003%
4167	DNA_pol_B_thumb	68	0.003%
4168	DUF5339	68	0.003%
4169	BPL_C	68	0.003%
4170	Toxin_TOLIP	68	0.003%
4171	Spindle_Spc25	68	0.003%
4172	TMEM40	68	0.003%
4173	HARE-HTH	68	0.003%
4174	DUF1640	68	0.003%
4175	NPC1_N	68	0.003%
4176	Ribosomal_L12	68	0.003%
4177	OB_RNB	67	0.003%
4178	Cytochrom_C1	67	0.003%
4179	DUF4033	67	0.003%
4180	AMPKBI	67	0.003%
4181	GTP_EFTU_D2	67	0.003%
4182	Glycogen_syn	67	0.003%
4183	DUF3669	67	0.003%
4184	COX16	67	0.003%
4185	Mu-transpos_C	67	0.003%
4186	CKS	67	0.003%
4187	SmpA_OmlA	67	0.003%
4188	FERM_N	67	0.003%
4189	STIL_N	67	0.003%
4190	TPPII_N	67	0.003%
4191	SAP	66	0.003%
4192	CENP-S	66	0.003%
4193	DNA_pol_B	66	0.003%
4194	DUF1730	66	0.003%
4195	Acetyltransf_7	66	0.003%
4196	DUF4216	66	0.003%
4197	Proteasome_A_N	66	0.003%
4198	EHD_N	66	0.003%
4199	Cyanate_lyase	66	0.003%
4200	Secretin_N	66	0.003%
4201	DUF4490	66	0.003%
4202	Uteroglobin	66	0.003%
4203	PABP	66	0.003%
4204	TPR_19	66	0.003%
4205	DUF3102	66	0.003%
4206	PapC_C	66	0.003%
4207	HSA	66	0.003%
4208	HTH_27	65	0.003%
4209	Alba	65	0.003%
4210	Topo_C_assoc	65	0.003%
4211	GST_C_6	65	0.003%
4212	DUF5009	65	0.003%
4213	MRP-S28	65	0.003%
4214	RRP14	65	0.003%
4215	Tho2	65	0.003%
4216	Val_tRNA-synt_C	65	0.003%
4217	VTC	65	0.003%
4218	SdpI	65	0.003%
4219	Elongin_A	65	0.003%
4220	DXP_reductoisom	64	0.002%
4221	DUF5110	64	0.002%
4222	ETC_C1_NDUFA5	64	0.002%
4223	BON	64	0.002%
4224	SAGA-Tad1	64	0.002%
4225	NADH_B2	64	0.002%
4226	DZR	64	0.002%
4227	DUF4476	64	0.002%
4228	DUF2373	64	0.002%
4229	RAWUL	64	0.002%
4230	PUB	64	0.002%
4231	zf-SAP30	64	0.002%
4232	DUF1771	64	0.002%
4233	Ribosomal_L23eN	64	0.002%
4234	S1-like	64	0.002%
4235	Bromo_TP	64	0.002%
4236	NCD2	64	0.002%
4237	SepSecS	64	0.002%
4238	KSR1-SAM	64	0.002%
4239	Peptidase_C98	64	0.002%
4240	FCSD-flav_bind	63	0.002%
4241	DUF3126	63	0.002%
4242	FIVAR	63	0.002%
4243	Pyridox_ox_2	63	0.002%
4244	Pyrid_oxidase_2	63	0.002%
4245	CI-B14_5a	63	0.002%
4246	YAF2_RYBP	63	0.002%
4247	APP_E2	63	0.002%
4248	LacAB_rpiB	63	0.002%
4249	MaAIMP_sms	63	0.002%
4250	DUF3073	63	0.002%
4251	FLYWCH	63	0.002%
4252	DUF4325	63	0.002%
4253	YcxB	63	0.002%
4254	Sec16_C	63	0.002%
4255	DUF1866	63	0.002%
4256	RelE	63	0.002%
4257	DUF4287	62	0.002%
4258	LigT_PEase	62	0.002%
4259	NifU	62	0.002%
4260	2TM	62	0.002%
4261	XdhC_CoxI	62	0.002%
4262	TRAM1	62	0.002%
4263	GSK-3_bind	62	0.002%
4264	BET	62	0.002%
4265	Sep15_SelM	62	0.002%
4266	FANCI_S1	62	0.002%
4267	DUF1236	62	0.002%
4268	Phage_CI_repr	61	0.002%
4269	V4R	61	0.002%
4270	DUF4787	61	0.002%
4271	Nrap_D3	61	0.002%
4272	DUF3535	61	0.002%
4273	DUF2205	61	0.002%
4274	LTD	61	0.002%
4275	RuvA_N	61	0.002%
4276	RAMP4	61	0.002%
4277	Porphobil_deamC	61	0.002%
4278	Neugrin	61	0.002%
4279	Molybdop_Fe4S4	61	0.002%
4280	Lectin_leg-like	60	0.002%
4281	YabP	60	0.002%
4282	NOG1	60	0.002%
4283	GPHR_N	60	0.002%
4284	Semialdhyde_dhC	60	0.002%
4285	RNA_bind	60	0.002%
4286	RAI1	60	0.002%
4287	CLP1_N	60	0.002%
4288	Peptidase_M15_4	60	0.002%
4289	Oxidored_q4	60	0.002%
4290	GEMIN8	60	0.002%
4291	NDUF_B7	60	0.002%
4292	Ribosomal_L23	60	0.002%
4293	Lyase_8_C	60	0.002%
4294	DSL	60	0.002%
4295	DUF543	59	0.002%
4296	DUF4129	59	0.002%
4297	Glycos_trans_3N	59	0.002%
4298	3D	59	0.002%
4299	LprI	59	0.002%
4300	DDA1	59	0.002%
4301	DASH_Dad4	59	0.002%
4302	Band_7_C	59	0.002%
4303	zf-rbx1	59	0.002%
4304	Wtap	59	0.002%
4305	RCC1_2	59	0.002%
4306	EZH2_WD-Binding	59	0.002%
4307	Big_4	59	0.002%
4308	Fer4_21	59	0.002%
4309	SGTA_dimer	58	0.002%
4310	IMS_HHH	58	0.002%
4311	OKR_DC_1_C	58	0.002%
4312	MotB_plug	58	0.002%
4313	Nudc_N	58	0.002%
4314	FATC	58	0.002%
4315	BAF	58	0.002%
4316	G8	58	0.002%
4317	TIL	58	0.002%
4318	Bac_DNA_binding	58	0.002%
4319	DUF3783	57	0.002%
4320	PRP4	57	0.002%
4321	EFP_N	57	0.002%
4322	THUMP	57	0.002%
4323	TPX2	57	0.002%
4324	Ribosomal_S30	57	0.002%
4325	CBM_14	57	0.002%
4326	Phage_int_SAM_1	57	0.002%
4327	OmdA	57	0.002%
4328	DUF2407	57	0.002%
4329	MPC	57	0.002%
4330	COX4_pro	57	0.002%
4331	Phage_fiber_2	56	0.002%
4332	PUD	56	0.002%
4333	TRPM_tetra	56	0.002%
4334	Bud13	56	0.002%
4335	HTH_37	56	0.002%
4336	ANAPC2	56	0.002%
4337	UPF0160	56	0.002%
4338	DUF2013	56	0.002%
4339	KIP1	56	0.002%
4340	23S_rRNA_IVP	56	0.002%
4341	YfhD	56	0.002%
4342	TypeIII_RM_meth	56	0.002%
4343	DUF2059	56	0.002%
4344	DUF4277	56	0.002%
4345	XRCC1_N	56	0.002%
4346	EB	55	0.002%
4347	SASP	55	0.002%
4348	zf-C5HC2	55	0.002%
4349	YL1_C	55	0.002%
4350	Ribosomal_S27e	55	0.002%
4351	zf-CSL	55	0.002%
4352	SMAP	55	0.002%
4353	LRRNT	55	0.002%
4354	Swi5	55	0.002%
4355	DUF2154	55	0.002%
4356	VMA21	55	0.002%
4357	HBS1_N	55	0.002%
4358	DUF3888	55	0.002%
4359	c-SKI_SMAD_bind	55	0.002%
4360	Med12	55	0.002%
4361	Crisp	55	0.002%
4362	SH2_2	54	0.002%
4363	DUF565	54	0.002%
4364	Thoc2	54	0.002%
4365	CsrA	54	0.002%
4366	PRKCSH_1	54	0.002%
4367	Ribosomal_L2	54	0.002%
4368	UPF0182	54	0.002%
4369	Amidase_5	54	0.002%
4370	DUF2407_C	54	0.002%
4371	GIT_SHD	54	0.002%
4372	GTP-bdg_M	53	0.002%
4373	AP_endonuc_2_N	53	0.002%
4374	POTRA_3	53	0.002%
4375	MRP_L53	53	0.002%
4376	Fis1_TPR_C	53	0.002%
4377	Atg8	53	0.002%
4378	UPF0203	53	0.002%
4379	DUF3385	53	0.002%
4380	TFIIE-A_C	53	0.002%
4381	SAP30_Sin3_bdg	53	0.002%
4382	Ribos_L4_asso_C	53	0.002%
4383	DUF1707	53	0.002%
4384	SH3_3	53	0.002%
4385	GLF	53	0.002%
4386	DUF397	53	0.002%
4387	DMPK_coil	53	0.002%
4388	DUF4145	53	0.002%
4389	SH3_2	52	0.002%
4390	NUC130_3NT	52	0.002%
4391	Ribosomal_L30	52	0.002%
4392	Ribosomal_L37e	52	0.002%
4393	CRS1_YhbY	52	0.002%
4394	AAA_6	52	0.002%
4395	SapA	52	0.002%
4396	Ca_chan_IQ	52	0.002%
4397	MNNL	52	0.002%
4398	XPA_C	52	0.002%
4399	VPEP	51	0.002%
4400	PAS_8	51	0.002%
4401	NifU_N	51	0.002%
4402	Mg_chelatase	51	0.002%
4403	HemN_C	51	0.002%
4404	Ribosomal_S14	51	0.002%
4405	MrpF_PhaF	51	0.002%
4406	AA_permease_C	51	0.002%
4407	TIP39	51	0.002%
4408	ACC_epsilon	51	0.002%
4409	CBM_19	51	0.002%
4410	CAF1A	51	0.002%
4411	DUF4124	50	0.002%
4412	Deltameth_res	50	0.002%
4413	Telomere_Sde2_2	50	0.002%
4414	Sin3_corepress	50	0.002%
4415	dDENN	50	0.002%
4416	PSI_integrin	50	0.002%
4417	HSBP1	50	0.002%
4418	Ribosomal_S4	50	0.002%
4419	TFIID_30kDa	50	0.002%
4420	Nop10p	50	0.002%
4421	Fucosidase_C	50	0.002%
4422	DUF5118	50	0.002%
4423	NCBP3	50	0.002%
4424	POTRA_1	49	0.002%
4425	SecG	49	0.002%
4426	NADH_4Fe-4S	49	0.002%
4427	Herpes_UL52	49	0.002%
4428	CCDC92	49	0.002%
4429	Use1	49	0.002%
4430	RAP	49	0.002%
4431	KH_6	49	0.002%
4432	TAF8_C	49	0.002%
4433	Zn_ribbon_17	49	0.002%
4434	MbeB_N	49	0.002%
4435	LLGL	49	0.002%
4436	Ribosomal_S16	49	0.002%
4437	YyzF	48	0.002%
4438	Cas_Cas2CT1978	48	0.002%
4439	DUF3177	48	0.002%
4440	EFP	48	0.002%
4441	Granulin	48	0.002%
4442	Jag_N	48	0.002%
4443	zf-MIZ	48	0.002%
4444	WH1	48	0.002%
4445	VPS11_C	47	0.002%
4446	zinc_ribbon_10	47	0.002%
4447	DM	47	0.002%
4448	Kinase-PPPase	46	0.002%
4449	HTH_28	46	0.002%
4450	Bac_small_YrzI	46	0.002%
4451	TFIIA_gamma_N	46	0.002%
4452	RuvA_C	46	0.002%
4453	Rsa3	46	0.002%
4454	Myb_CC_LHEQLE	46	0.002%
4455	DOG1	46	0.002%
4456	MOZART1	46	0.002%
4457	zf-CW	46	0.002%
4458	WD40_alt	46	0.002%
4459	Ribosomal_L5	46	0.002%
4460	Zn_ribbon_recom	46	0.002%
4461	DUF3020	46	0.002%
4462	LRRCT	46	0.002%
4463	PC4	46	0.002%
4464	Spermine_synt_N	46	0.002%
4465	Ribosomal_L33	45	0.002%
4466	Glycos_transf_3	45	0.002%
4467	Kelch_2	45	0.002%
4468	Integrin_b_cyt	45	0.002%
4469	zf-C3HC4_5	45	0.002%
4470	Reg_prop	45	0.002%
4471	Col_cuticle_N	45	0.002%
4472	DUF465	44	0.002%
4473	P12	44	0.002%
4474	HTH_7	44	0.002%
4475	DUF2218	44	0.002%
4476	SGS	44	0.002%
4477	EF-hand_like	44	0.002%
4478	Tad	44	0.002%
4479	zf-IS66	44	0.002%
4480	DUF4704	44	0.002%
4481	CcmD	43	0.002%
4482	DUF3696	43	0.002%
4483	GNAT_acetyltran	43	0.002%
4484	DUF4339	43	0.002%
4485	SMP	43	0.002%
4486	Flp_Fap	43	0.002%
4487	TPR_14	43	0.002%
4488	NYD-SP28_assoc	43	0.002%
4489	CCCAP	43	0.002%
4490	AbiEi_4	43	0.002%
4491	CHORD	43	0.002%
4492	Arm-DNA-bind_4	42	0.002%
4493	Glyco_hydro_42C	42	0.002%
4494	HMG_CoA_synt_N	42	0.002%
4495	Blt1	42	0.002%
4496	AIF_C	42	0.002%
4497	Cohesin_HEAT	42	0.002%
4498	NRBF2_MIT	42	0.002%
4499	Rbsn	42	0.002%
4500	Polysacc_synt_2	41	0.002%
4501	TERF2_RBM	41	0.002%
4502	BCA_ABC_TP_C	41	0.002%
4503	Nse4-Nse3_bdg	41	0.002%
4504	CIAPIN1	41	0.002%
4505	HIG_1_N	41	0.002%
4506	Snurportin1	41	0.002%
4507	FoP_duplication	41	0.002%
4508	HTH_8	41	0.002%
4509	DDE_Tnp_1_6	41	0.002%
4510	Trm112p	40	0.002%
4511	Nore1-SARAH	40	0.002%
4512	DUF2986	40	0.002%
4513	SRP_SPB	40	0.002%
4514	Catalase	40	0.002%
4515	NADH-G_4Fe-4S_3	40	0.002%
4516	KA1	40	0.002%
4517	DUF2786	39	0.002%
4518	Zn_ribbon_SprT	39	0.002%
4519	Yae1_N	39	0.002%
4520	MerR	39	0.002%
4521	MgtE_N	39	0.002%
4522	Ada3	39	0.002%
4523	4F5	39	0.002%
4524	UvrB	38	0.001%
4525	TFIIS_C	38	0.001%
4526	XET_C	38	0.001%
4527	zf-CHCC	38	0.001%
4528	Pup	38	0.001%
4529	Ribosomal_S24e	38	0.001%
4530	fn2	38	0.001%
4531	WAP	37	0.001%
4532	DDE_Tnp_IS66_C	37	0.001%
4533	RS4NT	37	0.001%
4534	RF3_C	37	0.001%
4535	Beta-Casp	37	0.001%
4536	Ribosomal_L29	37	0.001%
4537	PurA	37	0.001%
4538	DUF433	37	0.001%
4539	Hep_59	37	0.001%
4540	FA	37	0.001%
4541	Integrase_Zn	37	0.001%
4542	CDP-OH_P_tran_2	36	0.001%
4543	3HCDH	36	0.001%
4544	Trefoil	36	0.001%
4545	SeqA_N	36	0.001%
4546	F-actin_cap_A	36	0.001%
4547	Excalibur	36	0.001%
4548	SNAP-25	36	0.001%
4549	Ribosomal_L36	36	0.001%
4550	RHS	36	0.001%
4551	Chitin_bind_4	35	0.001%
4552	2-oxogl_dehyd_N	35	0.001%
4553	RD3	35	0.001%
4554	zf-H2C2	35	0.001%
4555	Clathrin_propel	35	0.001%
4556	RPA_interact_N	35	0.001%
4557	ECR1_N	35	0.001%
4558	CLIP1_ZNF	35	0.001%
4559	Maf_N	34	0.001%
4560	TFIIA_gamma_C	34	0.001%
4561	DDE_Tnp_1_3	34	0.001%
4562	zf-dskA_traR	34	0.001%
4563	zf-RING_7	34	0.001%
4564	Ribosomal_L12_N	34	0.001%
4565	LINES_C	34	0.001%
4566	DUF2202	33	0.001%
4567	PepSY	33	0.001%
4568	TF_Zn_Ribbon	33	0.001%
4569	Ribosomal_L6e_N	33	0.001%
4570	oligo_HPY	33	0.001%
4571	DUF4258	33	0.001%
4572	Rio2_N	32	0.001%
4573	SymE_toxin	32	0.001%
4574	E1_FCCH	32	0.001%
4575	DUF2283	32	0.001%
4576	Mrr_N	32	0.001%
4577	DNA_RNApol_7kD	32	0.001%
4578	Ribosomal_L39	32	0.001%
4579	Porph_ging	31	0.001%
4580	Fis1_TPR_N	31	0.001%
4581	DUF3645	31	0.001%
4582	ALG11_N	31	0.001%
4583	XPA_N	31	0.001%
4584	DNA_pol_lambd_f	30	0.001%
4585	DNA_ligase_IV	30	0.001%
4586	TPR_6	30	0.001%
4587	RNA_pol_Rpb2_4	29	0.001%
4588	Cytochrom_B559	29	0.001%
4589	1-cysPrx_C	29	0.001%
4590	APS_kinase	29	0.001%
4591	zf-FPG_IleRS	28	0.001%
4592	Copper-fist	28	0.001%
4593	IstB_IS21_ATP	28	0.001%
4594	Ribosomal_L24e	28	0.001%
4595	PBD	28	0.001%
4596	Hyd_WA	28	0.001%
4597	HEAT_PBS	27	0.001%
4598	HAT	27	0.001%
4599	PLDc	27	0.001%
4600	SHOCT	27	0.001%
4601	EF-hand_6	27	0.001%
4602	VWA_N2	27	0.001%
4603	zf-H2C2_2	26	0.001%
4604	DUF2475	26	0.001%
4605	zf-met	25	0.001%
4606	zf-CCHC_3	25	0.001%
4607	PQQ	25	0.001%
4608	CRAL_TRIO_N	25	0.001%
4609	Docking	24	0.001%
4610	ESPR	24	0.001%
4611	DAG_kinase_N	24	0.001%
4612	Cytochrome_C554	24	0.001%
4613	Clathrin-link	23	0.001%
4614	APP_amyloid	23	0.001%
4615	PglL_A	22	0.001%
4616	Sec_GG	22	0.001%
4617	EB1	21	0.001%
4618	Cytochrom_B559a	21	0.001%
4619	EGF_2	21	0.001%
4620	WH2	20	0.001%
4621	PsbJ	19	0.001%
4622	RHIM	19	0.001%
4623	OAR	18	0.001%
4624	Syntaxin-5_N	16	0.001%
4625	Fer4_4	15	0.001%
