Semantic Description Frequency Analysis
==================================================

Files processed: 27,866
Files with semantic_description: 16,110
Total semantic_description instances: 94,046
Unique semantic_description types: 9,126

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
3163	coagulation	3	0.003%
3164	organizing	3	0.003%
3165	Cubilin	3	0.003%
3166	rolling	3	0.003%
3167	stone	3	0.003%
3168	complementing	3	0.003%
3169	PMP	3	0.003%
3170	EMP	3	0.003%
3171	MP20	3	0.003%
3172	Claudin	3	0.003%
3173	Sterol	3	0.003%
3174	serves	3	0.003%
3175	Glycerophosphoryl	3	0.003%
3176	tails	3	0.003%
3177	exosome	3	0.003%
3178	Arb2	3	0.003%
3179	amide	3	0.003%
3180	PARN	3	0.003%
3181	pyrophosphohydrolase	3	0.003%
3182	Bile	3	0.003%
3183	Calponin	3	0.003%
3184	axon	3	0.003%
3185	PLAC8	3	0.003%
3186	Chondroitin	3	0.003%
3187	colony	3	0.003%
3188	Electron	3	0.003%
3189	clustering	3	0.003%
3190	estrogen	3	0.003%
3191	golgi	3	0.003%
3192	148	3	0.003%
3193	autophosphorylation	3	0.003%
3194	Early	3	0.003%
3195	wound	3	0.003%
3196	healing	3	0.003%
3197	Galactosyltransferase	3	0.003%
3198	44	3	0.003%
3199	tripartite	3	0.003%
3200	71	3	0.003%
3201	appetite	3	0.003%
3202	modulatory	3	0.003%
3203	lymphoma	3	0.003%
3204	Epidermal	3	0.003%
3205	Delta	3	0.003%
3206	CDGSH	3	0.003%
3207	CSF	3	0.003%
3208	tubular	3	0.003%
3209	concert	3	0.003%
3210	bodies	3	0.003%
3211	neurite	3	0.003%
3212	wybutosine	3	0.003%
3213	convertase	3	0.003%
3214	Ectonucleoside	3	0.003%
3215	diphosphohydrolase	3	0.003%
3216	Malate	3	0.003%
3217	forks	3	0.003%
3218	will	3	0.003%
3219	IS66	3	0.003%
3220	Photorhabdus	3	0.003%
3221	similarities	3	0.003%
3222	Transferrin	3	0.003%
3223	thaumatin	3	0.003%
3224	Glyco	3	0.003%
3225	metabolites	3	0.003%
3226	TAP	3	0.003%
3227	k	3	0.003%
3228	dihydroorotate	3	0.003%
3229	propagation	3	0.003%
3230	Rad4	3	0.003%
3231	Amidase	3	0.003%
3232	DASH	3	0.003%
3233	inter	3	0.003%
3234	ComEA	3	0.003%
3235	Regulates	3	0.003%
3236	glpD	3	0.003%
3237	HPr	3	0.003%
3238	sulfation	3	0.003%
3239	Spore	3	0.003%
3240	MutS	3	0.003%
3241	mid	3	0.003%
3242	TRANSCRIPTIONal	3	0.003%
3243	Flp	3	0.003%
3244	Initially	3	0.003%
3245	Methyltransf	3	0.003%
3246	Replication	3	0.003%
3247	Nucleotidyltransferase	3	0.003%
3248	META	3	0.003%
3249	internalization	3	0.003%
3250	GABA	3	0.003%
3251	Adherance	3	0.003%
3252	93	3	0.003%
3253	ran	3	0.003%
3254	Lysine	3	0.003%
3255	BAG	3	0.003%
3256	sphinganine	3	0.003%
3257	uridylyltransferase	3	0.003%
3258	spermatogenesis	3	0.003%
3259	dol	3	0.003%
3260	PXMP2	3	0.003%
3261	YAP	3	0.003%
3262	Alf4	3	0.003%
3263	glomulin	3	0.003%
3264	MDM2	3	0.003%
3265	Exoglucanase	3	0.003%
3266	Septum	3	0.003%
3267	Double	3	0.003%
3268	Retrotransposon	3	0.003%
3269	Integrator	3	0.003%
3270	CCCH	3	0.003%
3271	Werner	3	0.003%
3272	Syndrome	3	0.003%
3273	At5g07610	3	0.003%
3274	RLK	3	0.003%
3275	lob	3	0.003%
3276	e	3	0.003%
3277	Val	3	0.003%
3278	walls	3	0.003%
3279	DUF4228	3	0.003%
3280	agenet	3	0.003%
3281	Ulp1	3	0.003%
3282	glycerate	3	0.003%
3283	Adds	3	0.003%
3284	translocon	3	0.003%
3285	Ribulose	3	0.003%
3286	inactive	3	0.003%
3287	Lissencephaly	3	0.003%
3288	WRKY	3	0.003%
3289	TAIR	3	0.003%
3290	converts	3	0.003%
3291	coreceptor	3	0.003%
3292	mitogen	3	0.003%
3293	xyloglucan	3	0.003%
3294	subsequently	3	0.003%
3295	methyltransferases	3	0.003%
3296	uL14	3	0.003%
3297	Lectin	3	0.003%
3298	guanylyltransferase	3	0.003%
3299	Human	3	0.003%
3300	Salt	3	0.003%
3301	antifungal	3	0.003%
3302	prepilin	3	0.003%
3303	rskA	3	0.003%
3304	DUF624	3	0.003%
3305	TRAP	3	0.003%
3306	galactarate	3	0.003%
3307	Altronate	3	0.003%
3308	c4	3	0.003%
3309	P4	3	0.003%
3310	Collar	3	0.003%
3311	Hsp20	3	0.003%
3312	pseudouridylate	3	0.003%
3313	mismatches	3	0.003%
3314	DCC	3	0.003%
3315	Transaldolase	3	0.003%
3316	manganese	3	0.003%
3317	endocytic	3	0.003%
3318	Extension	3	0.003%
3319	ruffle	3	0.003%
3320	Pyrimidine	3	0.003%
3321	maltose	3	0.003%
3322	Trehalase	3	0.003%
3323	tetrahydrofolate	3	0.003%
3324	Dioxygenase	3	0.003%
3325	RBD	3	0.003%
3326	GCN5	3	0.003%
3327	ribosylglycohydrolase	3	0.003%
3328	bulged	3	0.003%
3329	DUF3054	3	0.003%
3330	sterile	3	0.003%
3331	nucleases	3	0.003%
3332	winged	3	0.003%
3333	Baculovirus	3	0.003%
3334	phenylalanyl	3	0.003%
3335	LacI	3	0.003%
3336	FtsZ	3	0.003%
3337	phosphogluconolactonase	3	0.003%
3338	attached	3	0.003%
3339	SdrD	3	0.003%
3340	Nucleoside	3	0.003%
3341	cardioblast	3	0.003%
3342	stabilization	3	0.003%
3343	Recruits	3	0.003%
3344	compartment	3	0.003%
3345	pheromone	3	0.003%
3346	heparan	3	0.003%
3347	neurons	3	0.003%
3348	Cdc42	3	0.003%
3349	MAP3K7	3	0.003%
3350	Sertoli	3	0.003%
3351	Arylacetamide	3	0.003%
3352	Thaumatin	3	0.003%
3353	recruited	3	0.003%
3354	Von	3	0.003%
3355	enolase	3	0.003%
3356	incision	3	0.003%
3357	TREX	3	0.003%
3358	pro	3	0.003%
3359	absorption	3	0.003%
3360	JAK2	3	0.003%
3361	Increases	3	0.003%
3362	lactate	3	0.003%
3363	netrin	3	0.003%
3364	60	3	0.003%
3365	FtsJ	3	0.003%
3366	coordination	3	0.003%
3367	cytokine	3	0.003%
3368	accumulation	3	0.003%
3369	white	3	0.003%
3370	Disintegrin	3	0.003%
3371	Spectrin	3	0.003%
3372	sheath	3	0.003%
3373	enhancing	3	0.003%
3374	IrrE	3	0.003%
3375	IPP	3	0.003%
3376	nicotinamide	3	0.003%
3377	Formylglycine	3	0.003%
3378	benzodiazepine	3	0.003%
3379	hybrid	3	0.003%
3380	UPF0312	3	0.003%
3381	clusters	3	0.003%
3382	DUF5011	3	0.003%
3383	DUF222	3	0.003%
3384	IF	3	0.003%
3385	uS9	3	0.003%
3386	R3H	3	0.003%
3387	nucleoporin	3	0.003%
3388	Glycolipid	3	0.003%
3389	CBF	3	0.003%
3390	archaeal	3	0.003%
3391	Nucleoporin	3	0.003%
3392	Spizellomyces	3	0.003%
3393	punctatus	3	0.003%
3394	DAOM	3	0.003%
3395	BR117	3	0.003%
3396	CotH	3	0.003%
3397	farnesyl	3	0.003%
3398	polyuridylated	3	0.003%
3399	uridylated	3	0.003%
3400	BCS1	3	0.003%
3401	ase	3	0.003%
3402	ubiquitinated	3	0.003%
3403	RNB	3	0.003%
3404	Subunits	3	0.003%
3405	TAK1	3	0.003%
3406	increased	3	0.003%
3407	SoxAX	3	0.003%
3408	helps	3	0.003%
3409	CBF3	3	0.003%
3410	glucokinase	3	0.003%
3411	endocardial	3	0.003%
3412	cushion	3	0.003%
3413	miRNAs	3	0.003%
3414	MTA	3	0.003%
3415	tubule	3	0.003%
3416	node	3	0.003%
3417	Ranvier	3	0.003%
3418	neural	3	0.003%
3419	dendritic	3	0.003%
3420	perineurial	3	0.003%
3421	sulfide	2	0.002%
3422	molybdate	2	0.002%
3423	SLT	2	0.002%
3424	Heavy	2	0.002%
3425	releases	2	0.002%
3426	auxiliary	2	0.002%
3427	packaging	2	0.002%
3428	Nu1	2	0.002%
3429	tube	2	0.002%
3430	DUF748	2	0.002%
3431	OST	2	0.002%
3432	Alkaline	2	0.002%
3433	Photosystem	2	0.002%
3434	Aminopeptidase	2	0.002%
3435	actinin	2	0.002%
3436	ALA	2	0.002%
3437	exchanging	2	0.002%
3438	formaldehyde	2	0.002%
3439	royal	2	0.002%
3440	jelly	2	0.002%
3441	Legume	2	0.002%
3442	GRAM	2	0.002%
3443	metabolizing	2	0.002%
3444	bifunctional	2	0.002%
3445	Lipoprotein	2	0.002%
3446	V0	2	0.002%
3447	Seems	2	0.002%
3448	maximal	2	0.002%
3449	Enhances	2	0.002%
3450	tropomyosin	2	0.002%
3451	Dimerisation	2	0.002%
3452	S17	2	0.002%
3453	Kringle	2	0.002%
3454	MBOAT	2	0.002%
3455	partially	2	0.002%
3456	depolymerisation	2	0.002%
3457	cofilin	2	0.002%
3458	Insect	2	0.002%
3459	Destabilase	2	0.002%
3460	TFIIB	2	0.002%
3461	101	2	0.002%
3462	BRCT	2	0.002%
3463	Element	2	0.002%
3464	generation	2	0.002%
3465	nucleoporins	2	0.002%
3466	192	2	0.002%
3467	deglutamylation	2	0.002%
3468	AB	2	0.002%
3469	Complex1	2	0.002%
3470	ionotropic	2	0.002%
3471	CUT	2	0.002%
3472	vWF	2	0.002%
3473	CI	2	0.002%
3474	YadA	2	0.002%
3475	Prophage	2	0.002%
3476	CP4	2	0.002%
3477	BFD	2	0.002%
3478	sulfonate	2	0.002%
3479	translesion	2	0.002%
3480	YdiU	2	0.002%
3481	TolQ	2	0.002%
3482	ExbB	2	0.002%
3483	COG2801	2	0.002%
3484	COG0604	2	0.002%
3485	Conjugal	2	0.002%
3486	PilV	2	0.002%
3487	NlpC	2	0.002%
3488	TerB	2	0.002%
3489	spontaneously	2	0.002%
3490	L20	2	0.002%
3491	nicotinic	2	0.002%
3492	Methylates	2	0.002%
3493	RF1	2	0.002%
3494	PrfA	2	0.002%
3495	RF2	2	0.002%
3496	PrfB	2	0.002%
3497	universally	2	0.002%
3498	GGQ	2	0.002%
3499	shape	2	0.002%
3500	Lipid	2	0.002%
3501	Thiamine	2	0.002%
3502	DUF1674	2	0.002%
3503	aminobutyrate	2	0.002%
3504	HemD	2	0.002%
3505	IGPS	2	0.002%
3506	HisF	2	0.002%
3507	HisH	2	0.002%
3508	tRNAAsn	2	0.002%
3509	tRNAGln	2	0.002%
3510	glycerophosphate	2	0.002%
3511	retro	2	0.002%
3512	dehydrorhamnose	2	0.002%
3513	COG0438	2	0.002%
3514	Quinolinate	2	0.002%
3515	DnaA	2	0.002%
3516	YjgP	2	0.002%
3517	YjgQ	2	0.002%
3518	critical	2	0.002%
3519	GMP	2	0.002%
3520	phosphohydroxy	2	0.002%
3521	decarboxylates	2	0.002%
3522	Creatinase	2	0.002%
3523	Prolidase	2	0.002%
3524	methyltetrahydrofolate	2	0.002%
3525	link	2	0.002%
3526	upstream	2	0.002%
3527	correct	2	0.002%
3528	Glycosyltransferases	2	0.002%
3529	anhydro	2	0.002%
3530	acetylmuramic	2	0.002%
3531	anhMurNAc	2	0.002%
3532	medium	2	0.002%
3533	own	2	0.002%
3534	SOUL	2	0.002%
3535	GcvT	2	0.002%
3536	pyrophosphokinase	2	0.002%
3537	Cm32	2	0.002%
3538	Um32	2	0.002%
3539	1h	2	0.002%
3540	pyrimidinedione	2	0.002%
3541	porphobilinogen	2	0.002%
3542	DXP	2	0.002%
3543	Latches	2	0.002%
3544	Adenylosuccinate	2	0.002%
3545	pyrophosphoryl	2	0.002%
3546	UMA	2	0.002%
3547	GPD	2	0.002%
3548	Lycopene	2	0.002%
3549	Deoxy	2	0.002%
3550	1498	2	0.002%
3551	m3U1498	2	0.002%
3552	tetraacyldisaccharide	2	0.002%
3553	bis	2	0.002%
3554	monoamine	2	0.002%
3555	inducibility	2	0.002%
3556	preferentially	2	0.002%
3557	seems	2	0.002%
3558	Spo0E	2	0.002%
3559	Sulfurtransferase	2	0.002%
3560	TGc	2	0.002%
3561	FliH	2	0.002%
3562	DUF2812	2	0.002%
3563	Baseplate	2	0.002%
3564	tape	2	0.002%
3565	measure	2	0.002%
3566	TP901	2	0.002%
3567	AP2	2	0.002%
3568	Dedicator	2	0.002%
3569	DUF4420	2	0.002%
3570	CD209	2	0.002%
3571	BPTI	2	0.002%
3572	Kunitz	2	0.002%
3573	polyribonucleotides	2	0.002%
3574	M5U	2	0.002%
3575	Ftsk	2	0.002%
3576	spoiiie	2	0.002%
3577	AEC	2	0.002%
3578	Phosphotransfer	2	0.002%
3579	propylamine	2	0.002%
3580	polyamines	2	0.002%
3581	spermine	2	0.002%
3582	conditions	2	0.002%
3583	aminopropyl	2	0.002%
3584	MacB	2	0.002%
3585	COG0477	2	0.002%
3586	Prenyltransferase	2	0.002%
3587	squalene	2	0.002%
3588	COG3279	2	0.002%
3589	concomitant	2	0.002%
3590	Polymer	2	0.002%
3591	hypermodified	2	0.002%
3592	LicD	2	0.002%
3593	99	2	0.002%
3594	gp47	2	0.002%
3595	Acetylmuramoyl	2	0.002%
3596	biotin	2	0.002%
3597	carboxylation	2	0.002%
3598	transcarboxylase	2	0.002%
3599	Lanthionine	2	0.002%
3600	fructofuranosidase	2	0.002%
3601	DUF3284	2	0.002%
3602	AlgX	2	0.002%
3603	dehydroshikimate	2	0.002%
3604	CAT	2	0.002%
3605	COG0675	2	0.002%
3606	localized	2	0.002%
3607	tumour	2	0.002%
3608	Polycomb	2	0.002%
3609	retina	2	0.002%
3610	Heterogeneous	2	0.002%
3611	recognin	2	0.002%
3612	UBR	2	0.002%
3613	COMM	2	0.002%
3614	RasGAP	2	0.002%
3615	Cor1	2	0.002%
3616	Xlr	2	0.002%
3617	Xmr	2	0.002%
3618	lymphocyte	2	0.002%
3619	CD20	2	0.002%
3620	PYD	2	0.002%
3621	Organic	2	0.002%
3622	Polypeptide	2	0.002%
3623	Bromo	2	0.002%
3624	PtdIns4P	2	0.002%
3625	P3	2	0.002%
3626	majority	2	0.002%
3627	occur	2	0.002%
3628	PIP5K1C	2	0.002%
3629	types	2	0.002%
3630	stable	2	0.002%
3631	keratinocyte	2	0.002%
3632	drive	2	0.002%
3633	plexin	2	0.002%
3634	MOZ	2	0.002%
3635	multiprotein	2	0.002%
3636	RHOT1	2	0.002%
3637	MIRO1	2	0.002%
3638	SNCAIP	2	0.002%
3639	TOMM20	2	0.002%
3640	USP30	2	0.002%
3641	depending	2	0.002%
3642	playing	2	0.002%
3643	Phosphomethylpyrimidine	2	0.002%
3644	NHL	2	0.002%
3645	deformylase	2	0.002%
3646	cyclodiphosphate	2	0.002%
3647	SPFH	2	0.002%
3648	SecDF	2	0.002%
3649	motive	2	0.002%
3650	force	2	0.002%
3651	PMF	2	0.002%
3652	ANTAR	2	0.002%
3653	PKS	2	0.002%
3654	Modifies	2	0.002%
3655	uridylylation	2	0.002%
3656	deuridylylation	2	0.002%
3657	GlnB	2	0.002%
3658	status	2	0.002%
3659	GlnD	2	0.002%
3660	Mycothiol	2	0.002%
3661	maleylpyruvate	2	0.002%
3662	assist	2	0.002%
3663	Helps	2	0.002%
3664	RbfA	2	0.002%
3665	Circularly	2	0.002%
3666	permuted	2	0.002%
3667	slow	2	0.002%
3668	minor	2	0.002%
3669	phosphonate	2	0.002%
3670	cyanobacteria	2	0.002%
3671	sythesis	2	0.002%
3672	M25	2	0.002%
3673	M40	2	0.002%
3674	isocitrate	2	0.002%
3675	crispr	2	0.002%
3676	Branched	2	0.002%
3677	deoxyhypusine	2	0.002%
3678	Acetyltransferases	2	0.002%
3679	carbamoyltransferase	2	0.002%
3680	Cas	2	0.002%
3681	Adenine	2	0.002%
3682	WHG	2	0.002%
3683	SARP	2	0.002%
3684	mono	2	0.002%
3685	GroES	2	0.002%
3686	Phosphorylation	2	0.002%
3687	dTMP	2	0.002%
3688	DUF4232	2	0.002%
3689	methyladenine	2	0.002%
3690	repairs	2	0.002%
3691	caused	2	0.002%
3692	chlorine	2	0.002%
3693	bleach	2	0.002%
3694	rescuing	2	0.002%
3695	wide	2	0.002%
3696	series	2	0.002%
3697	unrelated	2	0.002%
3698	MsrP	2	0.002%
3699	stereospecific	2	0.002%
3700	reduce	2	0.002%
3701	diastereoisomers	2	0.002%
3702	Important	2	0.002%
3703	fluoride	2	0.002%
3704	toxicity	2	0.002%
3705	acetylmuramidase	2	0.002%
3706	cobalt	2	0.002%
3707	Dihydrodipicolinate	2	0.002%
3708	Aminoglycoside	2	0.002%
3709	hydroxylating	2	0.002%
3710	bile	2	0.002%
3711	sdr	2	0.002%
3712	gluconolactonase	2	0.002%
3713	any	2	0.002%
3714	Tissue	2	0.002%
3715	Chemotaxis	2	0.002%
3716	signalling	2	0.002%
3717	proteases	2	0.002%
3718	ClpP	2	0.002%
3719	Dipeptidyl	2	0.002%
3720	Magnesium	2	0.002%
3721	mechanosensitive	2	0.002%
3722	Nephrocystin	2	0.002%
3723	bioactive	2	0.002%
3724	vascular	2	0.002%
3725	S49	2	0.002%
3726	bd	2	0.002%
3727	Arginyl	2	0.002%
3728	Possible	2	0.002%
3729	KRAB	2	0.002%
3730	C3H1	2	0.002%
3731	MyD88	2	0.002%
3732	toll	2	0.002%
3733	repolarization	2	0.002%
3734	DUF4807	2	0.002%
3735	intraciliary	2	0.002%
3736	polarization	2	0.002%
3737	Cthe	2	0.002%
3738	2159	2	0.002%
3739	PepSY	2	0.002%
3740	DUF255	2	0.002%
3741	COG0664	2	0.002%
3742	COG1595	2	0.002%
3743	sigma24	2	0.002%
3744	FecI	2	0.002%
3745	thioredoxins	2	0.002%
3746	trisaccharide	2	0.002%
3747	carry	2	0.002%
3748	space	2	0.002%
3749	transduce	2	0.002%
3750	115	2	0.002%
3751	Crystallin	2	0.002%
3752	DUF4974	2	0.002%
3753	antimicrobial	2	0.002%
3754	Papain	2	0.002%
3755	Erythromycin	2	0.002%
3756	cog	2	0.002%
3757	Mce	2	0.002%
3758	thiolester	2	0.002%
3759	porphyrin	2	0.002%
3760	linkages	2	0.002%
3761	links	2	0.002%
3762	PrrC	2	0.002%
3763	photosynthetic	2	0.002%
3764	para	2	0.002%
3765	UQ	2	0.002%
3766	polyisoprenoid	2	0.002%
3767	octaprenyl	2	0.002%
3768	COG0659	2	0.002%
3769	W	2	0.002%
3770	flavodoxin	2	0.002%
3771	DUF11	2	0.002%
3772	C60	2	0.002%
3773	sortase	2	0.002%
3774	Ornithine	2	0.002%
3775	ergothioneine	2	0.002%
3776	PGA	2	0.002%
3777	DUF4349	2	0.002%
3778	DUF305	2	0.002%
3779	Permease	2	0.002%
3780	Member	2	0.002%
3781	Mycobacterium	2	0.002%
3782	tuberculosis	2	0.002%
3783	gly	2	0.002%
3784	see	2	0.002%
3785	Tic22	2	0.002%
3786	photosynthesis	2	0.002%
3787	endoprotease	2	0.002%
3788	agglutination	2	0.002%
3789	oligosaccharides	2	0.002%
3790	glycoproteins	2	0.002%
3791	Sin3	2	0.002%
3792	YWTD	2	0.002%
3793	Glutamine	2	0.002%
3794	unsaturated	2	0.002%
3795	uridines	2	0.002%
3796	butanone	2	0.002%
3797	Intron	2	0.002%
3798	aquarius	2	0.002%
3799	S30EA	2	0.002%
3800	aggrephagy	2	0.002%
3801	dissociated	2	0.002%
3802	shows	2	0.002%
3803	BAF60b	2	0.002%
3804	DUF773	2	0.002%
3805	eubacteria	2	0.002%
3806	stringent	2	0.002%
3807	nutritional	2	0.002%
3808	alkB	2	0.002%
3809	MazG	2	0.002%
3810	phosphorylative	2	0.002%
3811	ThiS	2	0.002%
3812	Glucosamine	2	0.002%
3813	MgtC	2	0.002%
3814	COG0277	2	0.002%
3815	Repair	2	0.002%
3816	Rad1	2	0.002%
3817	Rec1	2	0.002%
3818	DUF775	2	0.002%
3819	fat	2	0.002%
3820	SPla	2	0.002%
3821	RYanodine	2	0.002%
3822	COG0318	2	0.002%
3823	Vps53	2	0.002%
3824	Archease	2	0.002%
3825	MTH1598	2	0.002%
3826	TM1083	2	0.002%
3827	PDE318	2	0.002%
3828	divinyl	2	0.002%
3829	chlorophyllide	2	0.002%
3830	vinyl	2	0.002%
3831	eif3d	2	0.002%
3832	methylguanosine	2	0.002%
3833	phosphoinositide	2	0.002%
3834	Mog1	2	0.002%
3835	Phosphomevalonate	2	0.002%
3836	isopeptidase	2	0.002%
3837	Formation	2	0.002%
3838	reservoir	2	0.002%
3839	DUF92	2	0.002%
3840	RWD	2	0.002%
3841	PRP4	2	0.002%
3842	Allomyces	2	0.002%
3843	macrogynus	2	0.002%
3844	ATCC	2	0.002%
3845	38327	2	0.002%
3846	RETICULATA	2	0.002%
3847	SEC13	2	0.002%
3848	TehB	2	0.002%
3849	conformation	2	0.002%
3850	25kDa	2	0.002%
3851	facilitate	2	0.002%
3852	competent	2	0.002%
3853	Insulinase	2	0.002%
3854	linker	2	0.002%
3855	Can	2	0.002%
3856	DUF2878	2	0.002%
3857	Rhodanase	2	0.002%
3858	ERCC	2	0.002%
3859	patterning	2	0.002%
3860	events	2	0.002%
3861	Transducin	2	0.002%
3862	eL19	2	0.002%
3863	CaCA	2	0.002%
3864	dCMP	2	0.002%
3865	LEM3	2	0.002%
3866	CDC50	2	0.002%
3867	glycerophosphocholine	2	0.002%
3868	phosphomonoester	2	0.002%
3869	DUF2009	2	0.002%
3870	Activating	2	0.002%
3871	nonspecific	2	0.002%
3872	phosphohexose	2	0.002%
3873	aminocyclopropane	2	0.002%
3874	PAPS	2	0.002%
3875	heterodimerization	2	0.002%
3876	monomethylation	2	0.002%
3877	metallocenter	2	0.002%
3878	DYW	2	0.002%
3879	deaminases	2	0.002%
3880	does	2	0.002%
3881	progression	2	0.002%
3882	Repeated	2	0.002%
3883	helices	2	0.002%
3884	cystinosin	2	0.002%
3885	ERS1p	2	0.002%
3886	defect	2	0.002%
3887	stomatal	2	0.002%
3888	opening	2	0.002%
3889	BI1	2	0.002%
3890	directs	2	0.002%
3891	UAG	2	0.002%
3892	Sucrose	2	0.002%
3893	Fact	2	0.002%
3894	Copine	2	0.002%
3895	SUD1	2	0.002%
3896	Molybdenum	2	0.002%
3897	CPA1	2	0.002%
3898	PSP	2	0.002%
3899	XRCC3	2	0.002%
3900	cytidylate	2	0.002%
3901	modulate	2	0.002%
3902	maintain	2	0.002%
3903	rings	2	0.002%
3904	octanoylation	2	0.002%
3905	Dna	2	0.002%
3906	Presenilin	2	0.002%
3907	quadruplex	2	0.002%
3908	DUF711	2	0.002%
3909	glu	2	0.002%
3910	refolding	2	0.002%
3911	113208	2	0.002%
3912	Sec63	2	0.002%
3913	Brl	2	0.002%
3914	translocational	2	0.002%
3915	respectively	2	0.002%
3916	C69	2	0.002%
3917	ABC1	2	0.002%
3918	Ubiquitinyl	2	0.002%
3919	ADF	2	0.002%
3920	BCL	2	0.002%
3921	EXOSC1	2	0.002%
3922	CSL4	2	0.002%
3923	decoding	2	0.002%
3924	CRM1	2	0.002%
3925	YL1	2	0.002%
3926	Retinoblastoma	2	0.002%
3927	MVBs	2	0.002%
3928	Bestrophin	2	0.002%
3929	RFP	2	0.002%
3930	Wax	2	0.002%
3931	Glucokinase	2	0.002%
3932	ubiquinol	2	0.002%
3933	Glycoprotein	2	0.002%
3934	ferrous	2	0.002%
3935	Reversible	2	0.002%
3936	shuttles	2	0.002%
3937	methylamine	2	0.002%
3938	A20	2	0.002%
3939	cortex	2	0.002%
3940	circadian	2	0.002%
3941	DUF819	2	0.002%
3942	Tyrosyl	2	0.002%
3943	genetic	2	0.002%
3944	anemia	2	0.002%
3945	complementation	2	0.002%
3946	DRG	2	0.002%
3947	Proteins	2	0.002%
3948	Tma46	2	0.002%
3949	malonyltransferase	2	0.002%
3950	Orn	2	0.002%
3951	NO	2	0.002%
3952	utilizes	2	0.002%
3953	common	2	0.002%
3954	signature	2	0.002%
3955	stretch	2	0.002%
3956	shown	2	0.002%
3957	made	2	0.002%
3958	discontinuous	2	0.002%
3959	oxoacyl	2	0.002%
3960	PBS	2	0.002%
3961	Mon2	2	0.002%
3962	1B	2	0.002%
3963	atoms	2	0.002%
3964	N7	2	0.002%
3965	stAR	2	0.002%
3966	inosine	2	0.002%
3967	Creatinine	2	0.002%
3968	97	2	0.002%
3969	RanBP2alpha	2	0.002%
3970	Imh1p	2	0.002%
3971	p230	2	0.002%
3972	cysteinyl	2	0.002%
3973	K48	2	0.002%
3974	phosphokinase	2	0.002%
3975	IPK	2	0.002%
3976	Spindle	2	0.002%
3977	ATF6	2	0.002%
3978	SURF1	2	0.002%
3979	pyrroloquinoline	2	0.002%
3980	DDP1	2	0.002%
3981	YOR163W	2	0.002%
3982	BT1	2	0.002%
3983	reciprocal	2	0.002%
3984	DUF2817	2	0.002%
3985	methoxy	2	0.002%
3986	benzoquinol	2	0.002%
3987	before	2	0.002%
3988	Channel	2	0.002%
3989	threonylcarbamoyladenylate	2	0.002%
3990	5A	2	0.002%
3991	VSCC	2	0.002%
3992	excitable	2	0.002%
3993	gives	2	0.002%
3994	rise	2	0.002%
3995	currents	2	0.002%
3996	lasting	2	0.002%
3997	HVA	2	0.002%
3998	blocked	2	0.002%
3999	dihydropyridines	2	0.002%
4000	DHP	2	0.002%
4001	phenylalkylamines	2	0.002%
4002	benzothiazepines	2	0.002%
4003	however	2	0.002%
4004	conotoxin	2	0.002%
4005	CTx	2	0.002%
4006	CABP1	2	0.002%
4007	opposit	2	0.002%
4008	ETS	2	0.002%
4009	Peroxidase	2	0.002%
4010	polyribonucleotide	2	0.002%
4011	Contains	2	0.002%
4012	U34	2	0.002%
4013	paralog	2	0.002%
4014	P0	2	0.002%
4015	DUF393	2	0.002%
4016	LDH	2	0.002%
4017	MDH	2	0.002%
4018	last	2	0.002%
4019	GlcN	2	0.002%
4020	KTI12	2	0.002%
4021	mismatched	2	0.002%
4022	trimethylation	2	0.002%
4023	methylsterol	2	0.002%
4024	Compartment	2	0.002%
4025	ERGIC	2	0.002%
4026	isomerizes	2	0.002%
4027	aminomethyl	2	0.002%
4028	deazaguanine	2	0.002%
4029	preQ1	2	0.002%
4030	give	2	0.002%
4031	telomeric	2	0.002%
4032	ATP12	2	0.002%
4033	PfkB	2	0.002%
4034	Vesicle	2	0.002%
4035	Casp	2	0.002%
4036	DUF1620	2	0.002%
4037	CMP	2	0.002%
4038	duplication	2	0.002%
4039	PRMT1	2	0.002%
4040	IPM	2	0.002%
4041	homocitrate	2	0.002%
4042	mandelate	2	0.002%
4043	TENA	2	0.002%
4044	THI	2	0.002%
4045	PQQC	2	0.002%
4046	C78	2	0.002%
4047	Thereby	2	0.002%
4048	lengths	2	0.002%
4049	lipids	2	0.002%
4050	SpoIIE	2	0.002%
4051	L14	2	0.002%
4052	rplN	2	0.002%
4053	blocking	2	0.002%
4054	intersubunit	2	0.002%
4055	B8	2	0.002%
4056	Prevents	2	0.002%
4057	hydroxymethylpyrimidine	2	0.002%
4058	Phosphoglucan	2	0.002%
4059	DSP4	2	0.002%
4060	IIS	2	0.002%
4061	longevity	2	0.002%
4062	SMK	2	0.002%
4063	aortic	2	0.002%
4064	PsbP	2	0.002%
4065	P5	2	0.002%
4066	41	2	0.002%
4067	Recognizes	2	0.002%
4068	selectively	2	0.002%
4069	homodimer	2	0.002%
4070	dimer	2	0.002%
4071	new	2	0.002%
4072	GNS1	2	0.002%
4073	SUR4	2	0.002%
4074	thiolase	2	0.002%
4075	Rubrerythrin	2	0.002%
4076	Noc2p	2	0.002%
4077	physical	2	0.002%
4078	Isochorismatase	2	0.002%
4079	Cop9	2	0.002%
4080	photoreceptor	2	0.002%
4081	TAF9	2	0.002%
4082	Isoprenylcysteine	2	0.002%
